<TICKER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
ROSN;10.09.2021;0;545.0000000;549.2000000;540.2000000;543.3000000;2322338
ROSN;13.09.2021;0;545.0000000;559.5000000;544.1500000;559.4000000;4595572
ROSN;14.09.2021;0;560.0500000;563.5000000;554.1000000;557.2500000;7735432
ROSN;15.09.2021;0;557.7500000;589.8000000;557.7500000;568.1000000;26550527
ROSN;16.09.2021;0;563.0500000;584.3000000;563.0500000;576.4500000;15645229
ROSN;17.09.2021;0;578.7500000;580.2500000;562.0500000;567.1000000;9394921
ROSN;20.09.2021;0;559.9500000;562.6000000;548.0000000;552.5000000;8365982
ROSN;21.09.2021;0;561.8000000;568.5000000;555.4500000;564.5000000;8998022
ROSN;22.09.2021;0;568.3500000;588.9000000;567.0000000;586.0000000;13349752
ROSN;23.09.2021;0;590.0500000;599.0000000;581.4000000;598.2500000;12874113
ROSN;24.09.2021;0;598.5000000;618.0000000;590.5000000;614.0000000;12936275
ROSN;27.09.2021;0;618.6000000;629.9500000;617.4000000;627.8500000;12910231
ROSN;28.09.2021;0;632.4000000;639.9000000;613.5000000;617.8500000;18367554
ROSN;29.09.2021;0;613.5500000;623.3500000;609.3000000;618.9000000;9087231
ROSN;30.09.2021;0;624.0500000;626.8500000;610.1000000;614.3500000;10297724
ROSN;01.10.2021;0;610.8500000;619.8000000;606.5500000;618.4500000;5764893
ROSN;04.10.2021;0;618.5000000;637.0000000;602.7500000;631.7000000;46363135
ROSN;05.10.2021;0;632.2000000;656.0000000;625.6500000;655.2500000;15635516
ROSN;06.10.2021;0;660.8500000;663.3500000;631.6000000;646.0000000;16111331
ROSN;07.10.2021;0;647.1000000;651.8500000;630.1500000;647.9500000;11233197
ROSN;08.10.2021;0;633.6000000;640.0000000;630.1000000;631.0000000;8047822
ROSN;11.10.2021;0;639.1000000;647.2500000;637.0000000;641.5500000;6872039
ROSN;12.10.2021;0;637.5500000;643.2000000;633.1000000;638.6500000;4941173
ROSN;13.10.2021;0;638.6500000;640.8500000;614.6500000;632.8500000;7485931
ROSN;14.10.2021;0;638.0000000;650.0000000;635.2000000;640.4500000;10229151
ROSN;15.10.2021;0;643.5000000;647.9000000;637.5000000;645.4500000;6738211
ROSN;18.10.2021;0;646.8000000;647.6500000;637.7000000;639.2500000;5036469
ROSN;19.10.2021;0;641.0000000;643.0000000;634.7500000;643.0000000;5663700
ROSN;20.10.2021;0;639.6000000;644.7000000;633.5000000;643.7000000;5596533
ROSN;21.10.2021;0;639.1000000;644.2500000;630.0000000;633.3000000;4564211
