<TICKER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
LKOH;04.01.2022;0;6688.0000000;6741.0000000;6627.0000000;6728.0000000;551237
LKOH;05.01.2022;0;6715.5000000;6755.0000000;6501.0000000;6522.0000000;972892
LKOH;06.01.2022;0;6531.0000000;6706.0000000;6459.0000000;6699.0000000;906346
LKOH;10.01.2022;0;6734.0000000;6880.0000000;6650.5000000;6775.0000000;1238043
LKOH;11.01.2022;0;6789.0000000;6850.0000000;6732.5000000;6816.0000000;926213
LKOH;12.01.2022;0;6814.5000000;6969.0000000;6770.0000000;6960.0000000;1268243
LKOH;13.01.2022;0;6927.5000000;6951.5000000;6610.0000000;6665.0000000;1767371
LKOH;14.01.2022;0;6689.0000000;6791.0000000;6469.0000000;6659.0000000;2077158
LKOH;17.01.2022;0;6670.0000000;6734.0000000;6445.0000000;6516.0000000;1581418
LKOH;18.01.2022;0;6539.0000000;6587.0000000;6132.0000000;6250.0000000;3676120
LKOH;19.01.2022;0;6245.0000000;6670.0000000;6020.0000000;6494.0000000;3237209
LKOH;20.01.2022;0;6501.0000000;6683.0000000;6324.0000000;6430.0000000;2237744
LKOH;21.01.2022;0;6400.0000000;6514.0000000;6310.0000000;6420.0000000;1939997
LKOH;24.01.2022;0;6440.0000000;6479.0000000;6078.0000000;6293.0000000;2935601
LKOH;25.01.2022;0;6287.0000000;6562.5000000;6177.5000000;6543.0000000;2081885
LKOH;26.01.2022;0;6541.0000000;6690.0000000;6405.0000000;6525.5000000;2225376
LKOH;27.01.2022;0;6494.0000000;6900.0000000;6432.0000000;6811.5000000;2116895
LKOH;28.01.2022;0;6799.5000000;6945.0000000;6755.0000000;6775.0000000;1584785
LKOH;31.01.2022;0;6808.5000000;6910.0000000;6780.0000000;6878.0000000;1296147
LKOH;01.02.2022;0;6878.0000000;7013.5000000;6826.0000000;6976.0000000;1229086
LKOH;02.02.2022;0;6976.0000000;7050.0000000;6936.0000000;7040.0000000;982949
LKOH;03.02.2022;0;7025.0000000;7030.0000000;6794.5000000;6865.5000000;1321542
LKOH;04.02.2022;0;6892.0000000;7110.0000000;6892.0000000;7010.0000000;1754004
LKOH;07.02.2022;0;7045.0000000;7060.0000000;6825.5000000;6988.0000000;976908
LKOH;08.02.2022;0;6985.0000000;7044.0000000;6938.0000000;6957.5000000;931306
LKOH;09.02.2022;0;6976.0000000;7009.0000000;6900.0000000;6973.5000000;1546898
LKOH;10.02.2022;0;6969.0000000;7084.0000000;6894.0000000;6984.5000000;1378640
LKOH;11.02.2022;0;6973.5000000;7000.0000000;6624.5000000;6707.5000000;1888800
LKOH;14.02.2022;0;6684.0000000;6885.0000000;6524.5000000;6796.0000000;1949631
LKOH;15.02.2022;0;6825.5000000;7077.5000000;6783.0000000;6979.0000000;1778842
